provincia_id,departamento_id,a�o,mes,modelo,actividad,margen_bruto_($/ha),resultado_neto_($/ha),ingreso_neto_($/ha),gastos_directos_($/ha),costos_indirectos_($/ha),'eficiencia_stock_(\%)',producci�n_(kg/ha),'destete_(\%)',carga_(kg/ha)
74,14,2017,11,'la pampa-san luis arida',cria,351,206,498,147,145,29,17,65,59
74,49,2017,11,'la pampa-san luis arida',cria,351,206,498,147,145,29,17,65,59
74,63,2017,11,'la pampa-san luis arida',cria,351,206,498,147,145,29,17,65,59
6,7,2017,11,'pampeana subhumeda','ciclo completo',1191,801,1834,643,390,35,65,75,186
6,154,2017,11,'pampeana subhumeda','ciclo completo',1191,801,1834,643,390,35,65,75,186
6,392,2017,11,'pampeana subhumeda','ciclo completo',1191,801,1834,643,390,35,65,75,186
6,399,2017,11,'pampeana subhumeda','ciclo completo',1191,801,1834,643,390,35,65,75,186
6,616,2017,11,'pampeana subhumeda',invernada,1020,-956,4340,3320,1976,53,260,?,492
6,679,2017,11,'pampeana subhumeda',invernada,1020,-956,4340,3320,1976,53,260,?,492
6,721,2017,11,'pampeana subhumeda',invernada,1020,-956,4340,3320,1976,53,260,?,492
6,826,2017,11,'pampeana subhumeda','ciclo completo',1191,801,1834,643,390,35,65,75,186
6,847,2017,11,'pampeana subhumeda',invernada,1020,-956,4340,3320,1976,53,260,?,492
14,35,2017,11,'pampeana subhumeda',invernada,1020,-956,4340,3320,1976,53,260,?,492
